printer_id,cartridges
400000026660,"400000030435,400000026132,400000012655"
400000033299,
400000033410,
400000032681,"400000032480,400000032478,400000032477,400000032479"
400000027768,"400000030574,400000027164,400000027163,400000027162,400000027165"
400000028720,"400000028708,400000028717,400000030567,400000028719,400000028718"
400000027241,"400000018136,400000023774,400000016460"
400000026906,"400000030456,400000020350,400000030457"
400000028939,"400000029972,400000028905"
400000033818,
400000026213,"400000020244,400000013261,400000021431"
400000026973,"400000026970,400000030525,400000030524,400000026971"
400000032633,
400000033399,
400000027265,"400000018136,400000023774,400000016460"
400000033505,
400000032660,
400000026397,"400000026427,400000030382,400000030517"
400000028577,"400000030513,400000012388,400000013499,400000013234"
400000033815,
400000032637,"400000031938,400000032575,400000031939,400000031936,400000031937,400000032555"
400000026676,"400000026132,400000012655,200000001141"
400000028860,"400000030444,400000030445,400000015226"
400000026882,"400000029754,400000027306"
400000028901,"400000029972,400000030498,400000030499,400000028905"
400000027251,"400000026650,400000030432"
400000026451,"400000026217,400000030393"
400000033126,
400000028909,"400000029972,400000028905"
400000026937,"400000026925,400000030463"
400000026982,"400000020245,400000005778"
400000028891,"400000019120,400000030395,400000020133,400000030363,400000030394,400000021216"
400000029486,"400000033786,400000017405,400000017404,400000033785,400000033787,400000017407,400000017406,400000033784"
400000027252,"400000026650,400000030432"
400000026808,"400000030465,400000026134,400000022914"
400000026472,"400000005168,400000011519,200000000402,400000013234,400000011518,400000013499,400000012388"
400000030109,400000030106
400000029533,"400000029534,400000030563,400000029537,400000029535,400000029536"
400000028915,"400000029972,400000028905"
400000028353,"200000000393,400000030364"
400000028126,"400000024237,400000030506,400000030303"
400000028811,"400000028813,400000030324"
400000032401,"400000030955,400000032352,400000031444,400000031439,400000032977,400000031570,400000032347,400000032974,400000031440,400000031572,400000031443,400000032350,400000032351,400000032349,400000030956,400000031935,400000032348,400000032346,400000032976,400000032345,400000031571,400000031569,400000032975,400000030953,400000031441,400000031437,400000030954,400000031438,400000031442"
400000026401,"400000012992,400000014970,400000011524,400000013500,400000005341,200000000393,400000030364"
400000029743,400000029744
400000029765,"400000023506,400000030269,400000030323,400000029773"
400000028897,"400000029972,400000030498,400000030499,400000028905"
400000029034,"400000030560,400000029470,400000029471,400000029472,400000029469"
400000026278,"400000024088,400000030412"
400000026421,"400000030270,400000004892,400000026727,400000012250,200000001808"
400000033384,
400000026608,"400000015579,400000026129,400000030272,400000030518,400000030274,400000026130,400000030363,400000013848"
400000026222,"400000030405,400000016878,400000024184,400000033800"
400000027766,"400000030574,400000027164,400000027163,400000027162,400000027165"
400000031032,
400000026979,"400000030496,400000022463,400000019958"
400000031026,"400000030669,400000030667,400000024363,400000024364,400000031472,400000031473,400000033320,400000030668,400000033321,400000024348,400000030665,400000033319,400000033322,400000030666"
400000033753,400000033642
400000033653,
400000032453,
400000027873,"400000020607,400000030583,400000020608,400000020606,400000020605"
400000033539,
400000031022,"400000030669,400000030667,400000024363,400000024364,400000031472,400000031473,400000033320,400000030668,400000033321,400000024348,400000033319,400000033322,400000030666"
400000029498,400000030511
400000033816,
400000029542,"400000021218,400000022457,400000022456,400000024440,400000029787"
400000030981,400000024916
400000027238,"400000030431,400000027209"
400000031018,"400000033179,400000033177,400000032909,400000033178,400000033051"
400000026455,"400000026217,400000030393"
400000026573,"400000030378,400000027042"
400000028863,"400000022915,400000029747"
400000032390,
400000028395,"400000028381,400000030201"
400000026831,"400000015225,400000030536"
400000032356,"400000032833,400000024198,400000032831,400000032832"
400000028692,"400000020487,400000018143,400000030587,400000018145,400000018144"
400000026191,400000005606
400000028399,"400000028381,400000030201"
400000033213,
400000028970,"400000024237,400000030304"
400000029051,"400000030356,400000014452,400000030355,400000016954"
400000033524,
400000033152,
400000028172,"400000030326,400000025991"
400000032641,"400000031938,400000032575,400000031939,400000031936,400000031937,400000032555"
400000026662,"400000030435,400000026132,400000012655"
400000032387,
400000026481,"400000030513,400000013234,400000011518,400000013499,400000012388"
400000028409,"400000028381,400000030201"
400000026190,"400000030282,400000026195"
400000028807,"400000015579,400000023401,400000026129,400000030274,400000026130,400000030350,400000013848"
400000032409,
400000029738,400000029744
400000033493,
400000027767,"400000030574,400000027164,400000027163,400000027162,400000027165"
400000028965,"400000028961,400000030198"
400000029792,400000029793
400000026273,"400000030411,400000024269"
400000027928,"400000030579,400000015968,400000016596,400000016081,400000016957,400000016080"
400000028680,"400000030604,400000020607,400000020606,400000020608,400000020605"
400000029770,"400000023506,400000030269,400000030323,400000029773"
400000026733,"400000030545,400000023218"
400000029769,"400000023506,400000030269,400000030323,400000029773"
400000029474,400000030562
400000032371,
400000026167,"400000030425,400000026169"
400000026232,"400000024268,400000030427"
400000026509,"400000027303,400000030516"
400000026644,"400000030372,400000026642,400000030373"
400000032358,
400000033478,
400000032471,"400000031828,400000031827,400000031829,400000031826"
400000033591,
400000027110,"400000015223,400000030202,400000026131,400000023293"
400000026981,"400000013521,400000020132"
400000026371,"400000030494,400000026372"
400000026265,"400000030419,400000026266"
400000028996,"400000027203,400000027202,400000029970"
400000028859,"400000030444,400000015226"
400000007108,"400000008493,400000026316"
400000033488,
400000028121,"400000024237,400000030303"
400000033396,
400000027221,"400000027219,400000030497"
400000026281,"400000030521,400000026280"
400000027875,"400000020607,400000030583,400000020608,400000020606,400000020605"
400000027930,"400000030579,400000015968,400000016596,400000016081,400000016957,400000016080"
400000032458,400000031360
400000027287,"400000029061,400000030278,400000030500,400000019681,400000019642"
400000026614,"400000015579,400000026129,400000030274,400000026130,400000030350,400000013848"
400000028910,"400000029972,400000028905"
400000028914,"400000029972,400000028905"
400000026503,"400000030513,400000013499"
400000033654,
400000032473,"400000031828,400000031827,400000031829,400000031826"
400000026357,"400000026359,400000030488"
400000029480,"400000009740,400000009741,400000009743,400000009742"
400000033501,
400000028761,"400000020487,400000018143,400000018145,400000030580,400000019312"
400000026885,"400000020349,400000030454,400000030455"
400000028022,"400000028020,400000028017,400000030595,400000028018,400000028016,400000028014,400000028019,400000028015"
400000028512,"400000015221,400000023293,400000026131,400000030354,400000015223"
400000028693,"400000020487,400000018143,400000030587,400000018145,400000019312"
400000032635,
400000029784,400000029787
400000029496,"400000030391,400000028818"
400000026895,"400000030530,400000019459"
400000032377,"400000032292,400000032294,400000032293,400000031351,400000032291,400000031353,400000031354,400000031352"
400000026242,"400000026136,400000025325,400000030410"
400000033249,
400000026400,"200000000393,400000030364,400000012992,400000014970"
400000026782,"400000030477,400000030476,400000026783"
400000026591,"400000020052,400000030380"
400000026192,"400000030282,400000026195"
400000026775,"400000023608,400000030526"
400000027872,"400000020607,400000020606,400000030568,400000020608,400000020605"
400000029001,"400000027203,400000027202,400000029970"
400000026204,"400000030413,400000018135"
400000032656,"400000031358,400000031357,400000031355,400000031356"
400000026249,"400000026251,400000030415"
400000026540,"400000030370,400000020348,400000030369,400000021556"
400000026276,"400000030412,400000024088,400000024269,400000024360,400000030411"
400000026760,"400000012991,400000007100,400000023775"
400000029801,400000030601
400000031313,400000024842
400000026868,"400000030451,400000014980,400000030450"
400000026333,"400000009942,400000020385,200000001990,400000002721,400000029971,400000008839"
400000031066,
400000026785,"400000030527,400000026784"
400000026777,"400000015225,400000026133,400000030438"
400000028836,"400000028842,400000030204"
400000026627,"400000015579,400000026129,400000014786,400000026499,400000014981,400000030514"
400000033385,
400000033477,
400000032426,
400000028852,"400000015225,400000030453"
400000033269,
400000029511,400000030430
400000028871,"400000030465,400000026134,400000022914"
400000028715,"400000028709,400000028711,400000028708,400000030567,400000028710"
400000028834,"400000028842,400000030204"
400000026606,"400000015579,400000026129,400000030272,400000030518,400000030274,400000026130,400000030363,400000013848"
400000028853,"400000030544,400000023174"
400000033809,"400000032446,400000032445,400000032444,400000032443"
400000026866,"400000030451,400000014980,400000030450"
400000028764,"400000020487,400000018143,400000018145,400000019312,400000030585"
400000026730,"400000021697,400000023563,200000002469,400000026133,400000015225"
400000028831,"400000028819,400000030404"
400000028869,"400000014788,400000030275,400000030446"
400000027688,"400000027168,400000027171,400000027169,400000027170,400000030600"
400000032398,"400000030968,400000030969,400000030967,400000030966"
400000028913,"400000029972,400000028905"
400000031031,
400000032434,
400000033500,
400000026743,"400000014790,400000030441,400000030440"
400000028907,"400000029972,400000030498,400000030499,400000028905"
400000033534,
400000028722,"400000028708,400000028717,400000030567,400000028719,400000028718"
400000033483,
400000033658,
400000028021,"400000028020,400000028017,400000028018,400000028016,400000028014,400000030608,400000028019,400000028015"
400000028903,"400000029972,400000028905"
400000028872,"400000030465,400000026134,400000022914"
400000026228,"400000019124,400000030519,400000018133,400000019123"
400000033271,
400000026935,"400000030433,400000026941"
400000033557,
400000026351,"400000030489,400000026346"
400000033457,
400000028030,"400000022364,400000030591,400000022365,400000022367,400000022366"
400000024357,"400000026359,400000030488"
400000027061,"400000015579,400000026129,400000014786,400000026499,400000030353,400000014981,400000030352"
400000029513,400000030430
400000032432,
400000033657,
400000026505,"400000000841,400000013499"
400000026559,"400000023823,400000022449,400000030385,400000030386"
400000026803,"400000014788,400000030275,400000030446"
400000028825,"400000030396,400000028823,400000030062,400000024342,400000030397"
400000030724,
400000028991,"400000027203,400000027202,400000030159,400000029970"
400000027124,"400000030273,400000026498,400000027258,400000030392"
400000026547,"400000026548,400000030349"
400000026951,"400000030533,400000026930"
400000033444,
400000027092,"400000015579,400000026129,400000014786,400000014981,400000030514"
400000026630,"400000019120,400000020133,400000030363,400000030394,400000021216"
400000026235,400000024267
400000028902,"400000029972,400000028905"
400000026967,"400000030471,400000030470,400000030468,400000030469,400000015224"
400000032417,400000031551
400000026654,"400000014789,200000000415"
400000029780,400000029787
400000033412,
400000028812,"400000028813,400000030324"
400000033541,
400000033494,
400000026211,"400000020131,400000030409"
400000032428,
400000026343,"400000022462,400000011690,400000018345"
