printer_id,parts
400000032357,"400000033701,400000033633,400000033699,400000033721,400000031819,400000033635,400000031859,400000033724,400000033639,400000033722,400000031929,400000031516,400000031115,400000033700,400000033730,400000031470,400000032870,400000033631,400000033728,400000031422,400000032259,400000033636,400000031420,400000030972,400000033181,400000031820,400000031517,400000031471,400000030973,400000032836,400000033725,400000033727,400000033702,400000031515,400000033720,400000033632"
400000026363,
400000026210,"400000024601,400000030644,400000030643"
400000026233,"400000024601,400000024174,400000024602"
400000028794,"400000017602,400000030017,400000030165,400000009850"
400000033492,
400000033202,
400000033515,"400000027145,400000033603"
400000029054,
400000032639,"400000031851,400000033246,400000033247,400000032562,400000032574,400000031853,400000033245,400000032567,400000031850,400000031852"
400000026747,"400000025156,400000021215,400000030640"
400000026600,"400000017602,400000030017,400000022453,400000030632,400000014883,400000012999,400000030165,400000030021,400000030314,400000030312,400000009850"
400000026867,"400000030638,400000021245"
400000026555,"400000021214,400000013502,400000030636,400000002831,400000015958,400000030165"
400000026674,"400000027146,200000001644,400000022273"
400000028031,"400000016913,400000012701,400000016912,400000016911"
400000033453,
400000026914,
400000029746,"400000030638,400000016141"
400000028824,"400000030635,400000025158"
400000026383,
400000033386,
400000028032,"400000016913,400000012701,400000016912,400000016911"
400000026586,
400000028769,"400000016907,400000026157,400000022933,400000029033"
400000026267,"400000030651,400000030648,400000033383,400000024174,400000030649,400000030882,400000017716,400000030650,400000024601,400000030647,400000030652"
400000026530,"400000021214,400000033098,400000021558,400000015038,400000030634,400000011851,400000002831,400000025157,400000015958,200000003556,400000011758"
400000030119,
400000033454,
400000028850,400000021215
400000032640,"400000031851,400000033246,400000033247,400000032562,400000032574,400000031853,400000033245,400000032567,400000031850,400000031852"
400000027247,
400000026392,"400000002831,400000022450,400000033097,400000011759"
400000032669,"400000030897,400000032570,400000030894"
400000033482,
400000026252,400000024174
400000032680,
400000033390,400000031820
400000028727,"400000015427,400000022933,400000030612"
400000026256,400000024174
400000032393,"400000033723,400000033638,400000033701,400000033633,400000031931,400000033699,400000033721,400000031819,400000033240,400000033635,400000033724,400000031859,400000033639,400000033722,400000031929,400000031516,400000031115,400000031871,400000031435,400000031346,400000033700,400000033730,400000031470,400000033713,400000032870,400000031518,400000033631,400000031430,400000033728,400000031469,400000033180,400000031422,400000032259,400000033636,400000033346,400000031420,400000033181,400000033703,400000033731,400000031820,400000033183,400000031517,400000033729,400000031471,400000030973,400000033182,400000032836,400000033725,400000033727,400000031515,400000033184,400000031229,400000033720,400000033632"
400000026230,"400000030646,400000030645,400000022503,400000030643,400000024601,400000030644"
400000026403,"400000021214,400000010374,400000033095,400000011851,400000002831,400000025157,400000015958,400000011757"
400000026950,
400000026720,"400000025156,400000021215,400000030640"
400000028829,"400000030635,400000030344,400000025158,400000027144"
400000026478,"400000016407,400000009229,400000030633,400000002831,400000015958"
400000028921,400000023607
400000026241,"400000024601,400000024174"
400000033284,"400000033194,400000033195"
400000033481,
400000027213,400000023565
400000027239,"400000025307,400000029060,400000033102,400000030952"
400000033281,400000033194
400000033436,"400000031820,400000030896"
400000033266,400000033194
400000029775,"400000024601,400000024174,400000024602"
400000029721,
400000028992,400000002803
400000029804,
400000033458,
400000026457,
400000028728,"400000015427,400000022933,400000030612"
400000028890,"400000017602,400000030017,400000014883,400000030165,400000009850"
400000033282,400000033194
400000032653,"400000030897,400000032570"
400000026756,"400000027145,400000033603,400000010377,400000032007,400000030637"
400000026657,
400000030701,"400000030670,400000030974,400000033701,400000031615,400000031931,400000033188,400000031819,400000033185,400000033724,400000031431,400000031115,400000031871,400000033700,400000033730,400000033187,400000032838,400000030671,400000031469,400000033346,400000031820,400000030672,400000030975,400000030673,400000033189,400000033729,400000033182,400000033725,400000033192,400000033241,400000033720,400000033186,400000033191"
400000029739,
400000026285,"400000030648,400000024602,400000033383,400000024174,400000030649,400000024601"
400000028971,400000023565
400000033276,"400000033194,400000033195"
400000033758,400000032005
400000026947,
400000028990,400000023565
400000028468,"400000002831,400000033097,400000011759"
400000029725,
400000033418,400000030896
400000026659,"400000027146,200000001644,400000022273"
400000028796,"400000017602,400000014883,400000012999,400000030021,400000030165,400000009850"
400000033768,400000033714
400000033616,
400000033205,
400000029797,
400000033533,
400000027058,"400000017602,400000030632,400000022453,400000014883,400000012999,400000021698,400000030165,400000030021,400000030312,400000009850"
400000029552,400000021766
400000029055,
400000029752,400000030638
400000033821,400000032908
400000028865,"400000030639,400000018141,400000013495,400000033110,400000016877"
400000026454,"400000017602,400000026018,400000033100,400000030345"
400000033747,400000032005
400000027263,
400000033446,"400000033730,400000031931,400000031871,400000033724"
400000026469,"400000016407,400000021558,400000009229,400000030633,400000009931,400000033096,400000002831,400000021698,400000015958"
400000028894,"400000017602,400000014883,400000012999,400000030165,400000030021,400000030020,400000009850"
400000026349,"400000026704,400000030655,400000030656"
400000030991,"400000033575,400000031460,400000033196,400000033573"
400000029794,
400000026542,
400000026604,"400000017602,400000030017,400000022453,400000030632,400000014883,400000012999,400000030165,400000030021,400000030314,400000030020,400000030312,400000009850"
400000026963,400000007891
400000026861,"400000013639,400000021245,400000021434"
400000028765,"400000016907,400000026157,400000022933,400000029033"
400000033556,"400000032683,400000032684"
400000032662,"400000030894,400000011450,400000030896,400000021871,400000016173"
400000033449,400000030896
400000027237,"400000025307,400000029060,400000033102,400000030952"
400000029549,400000022373
400000026214,400000030644
400000026884,400000030061
400000026900,"400000015222,400000010567,400000015041,400000021215"
400000026724,"400000025156,400000021215,400000030640"
400000032368,"400000030670,400000030974,400000033701,400000031615,400000031931,400000033188,400000031819,400000033185,400000033724,400000031431,400000031115,400000031871,400000033700,400000033730,400000033187,400000032838,400000030671,400000031469,400000033346,400000031587,400000031820,400000030672,400000030975,400000032318,400000030673,400000032317,400000033189,400000033729,400000033182,400000033725,400000033192,400000033241,400000033720,400000033186,400000033191"
400000029727,
400000026580,"400000030314,400000030165"
400000033443,
400000026944,
400000029742,
