printer_id,name,cartridges,parts,availability,in_transit,wholesale_price,retail_price,description,char_Тип товара,char_Происхождение товара,char_Название модели,char_Артикул,char_Артикул Восточноевропейский,char_Артикул Азиатский,char_Альтернативные артикулы,"char_Ресурс, стр A4",char_Бренд,char_Цвет тонера,char_Назначение,char_Используется в принтерах,"char_Вес тонера в картридже, г",char_Страна-производитель,char_Принтеры для наименования,char_Ключевые слова,char_Вес в упаковке,char_Гарантия,char_Поставщик,char_Для использования с картриджами,char_Модель запчасти,char_Цветность,char_Категория товара,char_Совместимые картриджи,"char_Для использования с принтерами/МФУ, совместимость",char_Особенности,char_Производитель,char_Тип,char_Количество страниц,char_Цвет,char_Для использования с принтерами,char_Совместимый картридж,char_Для использования с принтерами/МФУ,char_Сайт производителя,char_Наличие чипа,char_Модель заправляемых оригинальных картриджей,char_Ресурс,char_Модель заменяемых оригинальных картриджей,char_Наименование производителя,char_Номер запчасти (Part number),char_Группа товара,char_Подгруппа товара,"char_Вес тонера с девелопером в картридже, г",char_Наименование картриджа,"char_Для использования с принтерами, совместимость",char_Масса тонера,"char_Ресурс, стр","char_Масса тонера, г","char_Вес тонер, г",char_Регион использования,char_Совместимые принтеры,char_Заводской номер запчасти,char_Совместимость,"char_Количество отпечатков, стр",char_Продукт IG,char_Технология печати,char_Влажность при эксплуатации,char_Температура хранения,char_Размеры упаковки,char_Вес,char_Тип запчасти,"char_Ресурс отпечатков, л",char_Продукт Kyocera,char_Вес картриджа
400000031950,"Чип тонер-картриджа совместим. 006R01740 для Xerox C9065/C9070, пурпурный (magenta)",,,0,0,180.0,195.0,"Xerox PrimeLink C9065, C9070",Чип тонер-картриджа,совместимый,,,,,не предусмотрено,34000,Xerox,,,"Xerox PrimeLink C9065, C9070",,,C9065/C9070,Xerox PrimeLink Prime Link C9065 C9070,"1, грамм",Гарантия на данный товар не предоставляется,ZHN,,006R01740,пурпурный (magenta),,,,,,,,,,,,,,,,,не предусмотрено,не предусмотрено,Прочее,Чипы,,,,,,,,,,,,,,,,,,,,,,
400000030305,Картридж лазерный оригинальный Brother TN-2080,,,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,"0, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000032500,Палец отделения печного ремня (Picker finger for Fusing film) совместим. для Konica Minolta С454,,,20,0,490.0,490.0,"Konica Minolta Bizhub C224, C224e, C226, C258, C284, C284e, C308, C364, C364e, C368, C454, C454e; 306, 368, 454e",Палец отделения печного ремня,совместимый,,,,,не предусмотрено,нет данных,Konica Minolta,,,"Konica Minolta Bizhub C224, C224e, C226, C258, C284, C284e, C308, C364, C364e, C368, C454, C454e; 306, 368, 454e",,,С454,"Konica Minolta Bizhub C224, C224e, C226, C258, C284, C284e, C308, C364, C364e, C368, C454, C454e; 306, 368, 454e","1, грамм",Гарантия на данный товар не предоставляется,NK,,не предусмотрено,не предусмотрено,,,,,,,,,,,,,,,,,Picker finger for Fusing film,не предусмотрено,Закрепление изображения,Пальцы и пластины отделения,,,,,,,,,,,,,,,,,,,,,,
400000018135,"Картридж совместимый для ч/б лазерных принтеров Kyocera, TK-130, черный (black), с чипом, 7200стр A4, Булат S-Line",,,1,0,466.44,505.88,"Черный тонер-картридж для принтеров FS1300, 1350, 1028MFP, 1128 заменяющий оригинальные картриджи TK 130. Тонеры компании Булат для картриджей лазерных принтеров производятся из современного сырья. Это полимеры, применение которых позволяет использовать тонеры в тонер-картриджах для новых скоростных принтеров и копиров. Это магнетиты и зарядорегуляторы, позволяющие получать стабильные результаты качества печати. Все это, плюс технологические приемы, направленные на улучшение структуры и формы частиц тонера, позволяют получить продукт стабильного качества. Все стадии производства тонеров проходят жесткий технологический контроль, готовый продукт всесторонне тестируется. Более 20 параметров подлежат проверке. Компания Булат проводит исследование тонеров во взаимодействии с другими расходными материалами: фотобарабанами, валами первичного заряда и т. д. для наиболее эффективного использования формулировок в дальнейшем.",,,,,,,,,,,,,,,,,,,,,,,,,,,Булат,,,black (черный),,,,http://www.bulatgroup.ru,,,7200,ТК 130,,,,,,TK 130,"Kyocera FS1028mfp, FS1128mfp, FS1300d, FS1350dn",,,,,,,,,,,,,,,,,,,
400000030478,"Картридж для лазерного принтера оригинальный  Xerox 106R02304, черный (black)",,,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,"0, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000024116,"Картридж оригинал. Konica Minolta TN-616K A1U9130/A1U9150, для цветных лазерных принтеров C6000/C7000, черный (black), 41500стр A4",,,1,0,5390.0,5390.0,"Bizhub Press C6000, C7000, C7000PBizhub Pro C6000L",Картридж,оригинальный,TN-616K,A1U9150,A1U9130,A1U9150,"A1U9152, A1U9132, A1U9133, A1U9153, A1U9160, A1U91D0, A1U91D2, A1U91D3",41500,Konica Minolta,черный (black),для цветных лазерных принтеров,"Konica Minolta Bizhub Press C6000, C7000, C7000P, Bizhub Pro C6000L",820,Япония,C6000/C7000,Konica Minolta Bizhub Press C6000 C6000L C7000 C7000P 6000 C 6000L 7000 7000P Коника Минольта Минолта Бизхуб Бицхаб Пресс replenisher туба флакон порошок краска,"1156, грамм",10 месяцев,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000022460,"Чип тонер-картриджа  совместим. для лазерных принтеров Xerox Phaser 7800 (106R01571) M, пурпурный (magenta), 17200стр A4, Tonex",,,1,0,105.95,115.16,"Чип для лазерных принтеров Xerox 7800 и картриджей 106R01571. Чип для лазерного картриджа — микросхема памяти, на которой записаны характеристики картриджа. Количество израсходованного тонера, подсчитанное чипом, лишь приблизительно и на момент когда, согласно подсчету, тонер израсходован и печать блокируется, картридж содержит еще около 30% тонера. Таким образом, замена чипа позволяет значительно сэкономить на расходных материалах лазерного принтера.",,,,,,,,,,,,,,,,,,,,,,,,106R01571,Xerox 7800,,Tonex,,,,,,,,,,,,,,,,,,,,,,,универсальный,,,,,,,,,,,,,,
400000024047,"Картридж оригинал. Konica Minolta TN221M A8K3350/A8K3390, для цветных лазерных принтеров C227/C287, пурпурный (magenta), 21000стр A4",,,1,0,5660.0,5659.99,,Картридж,оригинальный,TN221M,A8K3390,A8K3350,A8K3390,"A8K3330, A8K3370",21000,Konica Minolta,пурпурный (magenta),для цветных лазерных принтеров,"Konica Minolta Bizhub C227, C287",467,Япония,C227/C287,Konica Minolta bizhub C227 C287 C 227 C287 Коника Минолта Минольта Бизхаб Бицхаб replenisher тонер туба флакон порошок краска картриж тонер-картридж,"740, грамм",10 месяцев,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000026563,"Картридж HP LJ 5200 Q7516A (12k). с чипом, black (черный) , 12000стр, произв. Булат (7Q)",,,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,"0, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000031980,"Чип тонер-картриджа совместим. 006R01738 для Xerox C9065/C9070, черный (black)",,,114,0,200.0,200.0,"Xerox PrimeLink C9065, C9070",Чип тонер-картриджа,совместимый,,,,,не предусмотрено,30000,Xerox,,,"Xerox PrimeLink C9065, C9070",,,C9065/C9070,Xerox PrimeLink Prime Link C9065 C9070,"1, грамм",Гарантия на данный товар не предоставляется,JDY,,006R01738,черный (black),,,,,,,,,,,,,,,,,не предусмотрено,не предусмотрено,Прочее,Чипы,,,,,,,,,,,,,,,,,,,,,,
400000030210,"Картридж для лазерного принтера оригинальный  HP Q7516A, черный (black)",,,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,"0, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000029537,"Картридж совместимый для цветных лазерных принтеров Xerox, Xerox Phaser 7500, желтый (yellow), с чипом,",,,0,0,0.0,0.0,,Картридж совместимый,,Xerox Phaser 7500,,,,,нет данных,нет данных,желтый (yellow),для цветных лазерных принтеров Xerox,,,,Xerox Phaser 7500,,"0, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,нет данных,с чипом,нет данных,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000030313,"Фотобарабан  совместим. для лазерных принтеров HP LJ P2035/2055, Golden Green",,,1,0,115.05,190.71,Фотобарабан для принтеров HP LJ P2035/2055/M401/MFP M425,Фотобарабан,совместимый,,,,,,нет данных,Golden Green,,,,,,,HP LJ P2035/2055/M401/MFP M425,"50, грамм",Гарантия на данный товар не предоставляется,Синдо,CE505,HP LJ P2035/2055,не предусмотрено,Фотобарабаны,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
