printer_id,name,cartridges,parts,availability,in_transit,wholesale_price,retail_price,description,char_Тип товара,char_Наименование производителя,char_Бренд,char_Происхождение товара,char_Модель запчасти,"char_Ресурс, стр A4",char_Цветность,char_Номер запчасти (Part number),char_Альтернативные артикулы,char_Используется в принтерах,char_Принтеры для наименования,char_Ключевые слова,char_Группа товара,char_Подгруппа товара,char_Вес в упаковке,char_Гарантия,char_Поставщик,char_Для использования с картриджами,char_Категория товара,char_Совместимые картриджи,"char_Для использования с принтерами/МФУ, совместимость",char_Особенности,char_Производитель,char_Название модели,char_Артикул,char_Артикул Восточноевропейский,char_Артикул Азиатский,char_Цвет тонера,char_Назначение,"char_Вес тонера в картридже, г","char_Вес тонера с девелопером в картридже, г",char_Страна-производитель,char_Наличие чипа,char_Модель заправляемых оригинальных картриджей,char_Сайт производителя,char_Регион использования,char_Наименование картриджа,char_Цвет,char_Модель заменяемых оригинальных картриджей,"char_Для использования с принтерами, совместимость",char_Ресурс,char_Масса тонера,char_Совместимый картридж,char_Для использования с принтерами/МФУ,"char_Ресурс, стр","char_Вес тонер, г",char_Тип,char_Совместимые принтеры,char_Заводской номер запчасти,char_Для использования с принтерами,"char_Ресурс отпечатков, л",char_Совместимость,"char_Масса тонера, г","char_Количество отпечатков, стр",char_Количество страниц,char_Тип запчасти
400000033713,"Узел разделения (Separation Claw Unit) оригинал. для Konica Minolta C1060/C7100, A50UR71P22",,,1,0,14390.0,14390.01,"AccurioPress C2060, C2070, C2070P, C3070, C3070P, C3080, C3080P, C4070, C4080, C7090, C7100, C83hc;AccurioPrint C2060L, C3070L, C4065, C4065P;bizhub PRESS C1060, C1070, C1070P, C71hc;bizhub PRO C1060L",Узел разделения,Separation Claw Unit,Konica Minolta,оригинальный,не предусмотрено,нет данных,не предусмотрено,A50UR71P22,A50U R71P 22,"AccurioPress C2060, C2070, C2070P, C3070, C3070P, C3080, C3080P, C4070, C4080, C7090, C7100, C83hc; AccurioPrint C2060L, C3070L, C4065, C4065P; bizhub PRESS C1060, C1070, C1070P, C71hc; bizhub PRO C1060L",C1060/C7100,Узел разделения Separation Claw Unit оригинал. Блок для отделения листов Блок когтей разделения Блок отделения Блок отделения листов Блок разделения Когтевой сепаратор Когти для принтера Когти против слипания бумаги Когти разделения Компонент системы вывода отпечатков Лопатки отделения бумаги Механизм антислипания Механизм для разделения Механизм для сепарации Механизм отделения Механизм разделения Ножи разделения Отделяющие пальцы Разделители бумаги Разделительные когти Разделительный механизм Разделительный узел Сепаратор Сепаратор для бумаги Сепаратор для листов Сепарационная блок Система разделения листов Узел для разделения бумаги Узел для разделения листов Узел отделения Узел отделения бумаги Узел отделения листов Узел предотвращения двойной подачи Узел разделения бумаги Узел разделения листа Узел сепарации Устройство для отделения Устройство разделения Claw Separation Unit Claw Separator Fuser Claw Unit Fuser Separation Unit Paper Separation Unit Paper Separator Separation Assembly Separation Claw Assembly Separation Device Separation Mechanism Separation Unit Separator Unit Sheet Separation Unit Sheet Separator Коника Минолта Минольта Акку Аку Акурио Акуриопресс Аккуриопресс Акуриопрес Аккуриопрес Акурио пресс Аккурио пресс Акурио прес Аккурио прес Акуриопринт Аккуриопринт Акурио принт Аккурио принт бицхаб бизхаб Пресс Прес Про C2060 C 2060 C2070 C 2070 C2070P C 2070P C3070 C 3070 C3070P C 3070P C3080 C 3080 C3080P C 3080P C4070 C 4070 C4080 C 4080 C7090 C 7090 C7100 C 7100 C83hc C 83hc C2060L C 2060L C3070L C 3070L C4065 C 4065 C4065P C 4065P C1060 C 1060 C1070 C 1070 C1070P C 1070P C71hc C 71hc C1060L C 1060L С2060 С2070 С2070Р С3070 С3070Р С3080 С3080Р С4070 С4080 С7090 С7100 С83hc С2060L С3070L С4065 С4065Р С1060 С1070 С1070Р С71hc С1060L,Перенос изображения,Пальцы и пластины отделения,"468, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000030346,"Чип тонер-картриджа  совместим. для лазерных принтеров Ricoh SP100 Type SP101E, черный (black), 2000стр A4, Булат",,,8,0,29.88,31.51,"Чип для принтеров Ricoh Aficio SP 100, Ricoh Aficio SP 111",Чип тонер-картриджа,,Булат,совместимый,Ricoh SP100 Type SP101E,2000,черный (black),,,,,"Ricoh Aficio SP 100, Ricoh Aficio SP 111",,,"1, грамм",Гарантия на данный товар не предоставляется,Булат,SP101E,Чипы,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000032478,"Картридж оригинал. Konica Minolta TNP-48C A5X0450/A5X0430, для цветных лазерных принтеров Konica Minolta C3350/C3850, голубой (cyan), 10000стр A4",,,3,0,2990.0,2989.99,,Картридж,,Konica Minolta,оригинальный,,10000,,,не предусмотрено,"Konica Minolta Bizhub C3350, C3850",C3350/C3850,"Konica Minolta Bizhub C3350, C3850",,,"1, грамм",10 месяцев,,,,,,,,TNP-48C,A5X0490,A5X0450,A5X0430,голубой (cyan),для цветных лазерных принтеров Konica Minolta,нет данных,нет данных,Малайзия,,,,,,,,,,,,,,,,,,,,,,,,
400000033200,"Картридж оригинал. Konica Minolta/Develop TN-616M A1U9330/A1U9350, для цветных лазерных принтеров C6000/C7000, пурпурный (magenta), 31000стр A4",,,27,0,5790.0,5789.99,"Bizhub Press C6000, C7000, C7000PBizhub Pro C6000L",Картридж,,Konica Minolta/Develop,оригинальный,,31000,,,"A1U9352, A1U9332, A1U9333, A1U9353, A1U9330, A1U9360, A1U93D2, A1U93D3","Konica Minolta Bizhub Press C6000, C7000, C7000P, Bizhub Pro C6000L",C6000/C7000,Konica Minolta Bizhub Press C6000 C6000L C7000 C7000P 6000 C 6000L 7000 7000P Коника Минольта Минолта Бизхуб Бицхаб Пресс replenisher туба флакон порошок краска,,,"964, грамм",10 месяцев,,,,,,,,TN-616M,A1U93D0,A1U9330,A1U9350,пурпурный (magenta),для цветных лазерных принтеров,630,нет данных,Япония,,,,,,,,,,,,,,,,,,,,,,,,
400000020048,"Чип тонер-картриджа  совместим. для лазерных принтеров ML-2850(ML-D2850B), черный (black), 5000стр A4, Tonex",,,4,0,40.44,42.57,"Чип для лазерных принтеров Samsung ML-2850, ML-2851 и картриджей D2850B",,,,,,,,,,,,,,,,,,,,D2850B,Samsung ML-2850,,Tonex,,,,,,,,,,,,,универсальный,,,,,,,,,,,,,,,,,,,,
400000016140,"Картридж совместимый для ч/б лазерных принтеров Oki, B2200/B2400, черный (black), с чипом, 2000стр A4, Булат S-Line",,,2,0,483.51,525.55,"Черный тонер-картридж для принтеров Oki B2200, 2400, заменяющий оригинальные картриджи OB-B2200. Тонеры компании Булат для картриджей лазерных принтеров производятся из современного сырья. Это полимеры, применение которых позволяет использовать тонеры в тонер-картриджах для новых скоростных принтеров и копиров. Это магнетиты и зарядорегуляторы, позволяющие получать стабильные результаты качества печати. Все это, плюс технологические приемы, направленные на улучшение структуры и формы частиц тонера, позволяют получить продукт стабильного качества. Все стадии производства тонеров проходят жесткий технологический контроль, готовый продукт всесторонне тестируется. Более 20 параметров подлежат проверке. Компания Булат проводит исследование тонеров во взаимодействии с другими расходными материалами: фотобарабанами, валами первичного заряда и т. д. для наиболее эффективного использования формулировок в дальнейшем.",,,,,,,,,,,,,,,,,,,,,,,Булат,,,,,,,,,,,,http://www.bulatgroup.ru,,RTC OB-B2200,black (черный),OB-B2200,"Oki B2200, B2400",2000,,,,,,,,,,,,,,,
400000031862,"Картридж оригинал. Konica Minolta TN-626M ACV1330/ACV1370, для цветных лазерных принтеров C450i/C650i, пурпурный (magenta), 28000стр A4",,,2,0,7900.0,7900.0,"Konica Minolta Bizhub C450i, C550i, C650i",Картридж,,Konica Minolta,оригинальный,,28000,,,"ACV1350, ACV1390, ACV135H","Konica Minolta Bizhub C450i, C550i, C650i, C451i, C555i, C651i",C450i/C650i,Konica Minolta Bizhub Коника Минольта Минолта Бизхаб Бицхаб C450i C550i C650i C 450i C 550i C 650i тонер туба краска репленишер replenisher флакон,,,"800, грамм",10 месяцев,,,,,,,,TN-626M,ACV1370,ACV1330,ACV1370,пурпурный (magenta),для цветных лазерных принтеров,530,,Япония,,,,,,,,,,,,,,,,,,,,,,,,
400000032106,"Блок девелопера (Developer Unit) оригинал. DV-313Y для Konica Minolta C258/C368, желтый (yellow), A7U408D",,,3,0,29900.0,29900.01,"Konica Minolta Bizhub C258, C308, C368",Блок девелопера,Developer Unit,Konica Minolta,оригинальный,DV-313Y,600000,желтый (yellow),A7U408D,не предусмотрено,"Konica Minolta Bizhub C258, C308, C368",C258/C368,"Konica Minolta Bizhub C258, C308, C368 C 258 308 368 Минолта Минольта бизхаб бицхаб носитель носителя проявка проявки проявления проявитель узел юнит",Формирование изображения,Блок девелопера,"1445, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000018136,"Картридж совместимый для ч/б лазерных принтеров Panasonic, RTC KX-FAT411A, черный (black), с чипом, 2000стр A4, Булат 7Q",,,0,4,246.87,268.33,"Черный тонер-картридж для принтеров KX-MB1900, KX-MB2000, KX-MB2020, KX-MB2030, KX-MB2051, KX-MB2061, заменяющий оригинальные картриджи Panasonic KX FAT411A.Тонеры компании Булат для картриджей лазерных принтеров производятся из современного сырья. Это полимеры, применение которых позволяет использовать тонеры в тонер-картриджах для новых скоростных принтеров и копиров. Это магнетиты и зарядорегуляторы, позволяющие получать стабильные результаты качества печати. Все это, плюс технологические приемы, направленные на улучшение структуры и формы частиц тонера, позволяют получить продукт стабильного качества. Все стадии производства тонеров проходят жесткий технологический контроль, готовый продукт всесторонне тестируется. Более 20 параметров подлежат проверке. Компания Булат проводит исследование тонеров во взаимодействии с другими расходными материалами: фотобарабанами, валами первичного заряда и т. д. для наиболее эффективного использования формулировок в дальнейшем.",,,,,,,,,,,,,,,,,,,,,,,Булат http://www.bulatgroup.ru,,,,,,,,,,,,,,RTC KX-FAT411A с чипом,black (черный),KX-FAT411A,"KX-MB1900, KX-MB2000, KX-MB2020, KX-MB2030, KX-MB2051, KX-MB2061",2000,,,,,,,,,,,,,,,
400000031346,"Печной ремень (Fusing Belt) оригинал. для Konica Minolta C1070/C71hc, A50U765000",,,14,0,31990.0,31990.01,"Konica Minolta AccurioPress C2060, C2070, C3070, C3070P, C3080, C3080P, C4070, C4080, C7090, C7100, C83hc;AccurioPrint C2060L, C3070L, C4065, C4065P;Bizhub PRESS C71hc, C1060, C1070, C1070P, C71hc;Bizhub PRO C1060L",Печной ремень,Fusing Belt,Konica Minolta,оригинальный,не предусмотрено,600000,не предусмотрено,A50U765000,"A50U734000, A50U757700","Konica Minolta AccurioPress C2060, C2070, C3070, C3070P, C3080, C3080P, C4070, C4080, C7090, C7100, C83hc; AccurioPrint C2060L, C3070L, C4065, C4065P; Bizhub PRESS C71hc, C1060, C1070, C1070P, C71hc; Bizhub PRO C1060L",C1070/C71hc,Печной ремень Fusing Belt Лента для запекания тонера Лента для печки Лента термозакрепления Нагревательная лента Нагревательный ремень Плёнка печки Ремень для запекания Ремень для термоблока Ремень для фиксации изображения Ремень для фьюзера Ремень печки Ремень термоблока Ремень фьюзера Термолента Термопленка Терморемень Фьюзерная лента Фьюзерный ремень Fuser Film Fuser Heat Belt Fusing film Heat Belt Thermal Belt Кoника Konica Conika Konika Минолта Minolta Минольта AccurioPress Акку Аку Акурио Акуриопресс Аккуриопресс Акуриопрес Аккуриопрес Акурио пресс Аккурио пресс Акурио прес Аккурио прес AccurioPrint Акуриопринт Аккуриопринт Акурио принт Аккурио принт Bizhub бицхаб бизхаб Press Прес Pro Про C2060 C2070 C3070 C3070P C3080 C3080P C4070 C4080 C7090 C7100 C83hc C2060L C3070L C4065 C4065P C71hc C1060 C1070 C1070P C71hc C1060L C 2060 C 2070 C 3070 C 3070P C 3080 C 3080P C 4070 C 4080 C 7090 C 7100 C 83hc C 2060L C 3070L C 4065 C 4065P C 71hc C 1060 C 1070 C 1070P C 71hc C 1060L С2060 С2070 С3070 С3070Р С3080 С3080Р С4070 С4080 С7090 С7100 С83hc С2060L С3070L С4065 С4065Р С71hc С1060 С1070 С1070Р С71hc С1060L,Закрепление изображения,Печные валы и ремни,"220, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000031087,"Блок фотобарабана (Drum Unit) оригинал. DR-313YMC для Konica Minolta C258/C458, цветной (голубой, пурпурный, желтый/cyan, magenta, yellow), A7U40TD",,,23,0,15590.0,15590.0,"Konica Minolta Bizhub C258, C308, C368, C458, C558, C658",Блок фотобарабана,Drum Unit,Konica Minolta,оригинальный,DR-313YMC,55000,"цветной (голубой, пурпурный, желтый/cyan, magenta, yellow)",A7U40TD,не предусмотрено,"Konica Minolta Bizhub C258, C308, C368, C458, C558, C658",C258/C458,Konica Minolta Bizhub C258 C308 C368 C458 C558 C658  Коника Минолта Минольта Бизхаб Бицхаб колор калэр калор фотобарабаны фотовал фотовалы фоторецептор фоторецепторы драмы модуль ксерографии DR313,Формирование изображения,Блок фотобарабана,"1006, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000031982,"Чип тонер-картриджа совместим. 006R01740 для Xerox C9065/C9070, пурпурный (magenta)",,,90,0,200.0,200.0,"Xerox PrimeLink C9065, C9070",Чип тонер-картриджа,не предусмотрено,Xerox,совместимый,006R01740,34000,пурпурный (magenta),не предусмотрено,не предусмотрено,"Xerox PrimeLink C9065, C9070",C9065/C9070,Xerox PrimeLink Prime Link C9065 C9070,Прочее,Чипы,"1, грамм",Гарантия на данный товар не предоставляется,JDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000031458,"Картридж оригинал. Konica Minolta TN-616M A1U9330/A1U9350, для цветных лазерных принтеров C6000/C7000, пурпурный (magenta), 41800стр A4",,,6,0,6990.0,6990.0,"Bizhub Press C6000, C7000, C7000PBizhub Pro C6000L",Картридж,,Konica Minolta,оригинальный,,41800,,,"A1U9352, A1U9332, A1U9353, A1U9330, A1U9360, A1U93D0, A1U93D2, A1U93D3","Konica Minolta Bizhub Press C6000, C7000, C7000P, Bizhub Pro C6000L",C6000/C7000,Konica Minolta Bizhub Press C6000 C6000L C7000 C7000P 6000 C 6000L 7000 7000P Коника Минольта Минолта Бизхуб Бицхаб Пресс replenisher туба флакон порошок краска,,,"1170, грамм",10 месяцев,,,,,,,,TN-616M,A1U9333,A1U9330,A1U9350,пурпурный (magenta),для цветных лазерных принтеров,850,,Япония,,,,,,,,,,,,,,,,,,,,,,,,
400000023831,"Картридж совместимый для ч/б лазерных принтеров Xerox, RTC X3100, черный (black), без чипа, 6000стр A4, Булат 7Q",,,1,0,1893.77,2058.45,Картридж RTC X3100 black (черный) для Xerox Phaser 3100S.,,,,,,,,,,,,,,,,,,,,,,,Булат,,,,,,,,,,,,http://www.bulatgroup.ru,,RTC X3100 без смарткарты,black (черный),106R01379,,6000,,,,,,,,,"Xerox Phaser 3100s, 3100x, 3100mfp",,,,,,
400000012992,"Картридж совместимый для ч/б лазерных принтеров Canon и HP, RTC Q2613A/Q2624A/C7115A/EP-25, черный (black), с чипом, 2500стр A4, Булат 7Q",,,3,0,802.19,871.95,"Черный тонер-картридж для принтеров HP LaserJet 1000, 1005, 1200, 1220, 3300, 3310, 3320, 3330, 3380 Series, 1150, 1150n, 1300, 1300n, 1300xi, Canon LBP-1210, заменяющий оригинальные картриджи Q2613A, Q2624A, C7115A. Тонеры компании Булат для картриджей лазерных принтеров производятся из современного сырья. Это полимеры, применение которых позволяет использовать тонеры в тонер-картриджах для новых скоростных принтеров и копиров. Это магнетиты и зарядорегуляторы, позволяющие получать стабильные результаты качества печати. Все это, плюс технологические приемы, направленные на улучшение структуры и формы частиц тонера, позволяют получить продукт стабильного качества. Все стадии производства тонеров проходят жесткий технологический контроль, готовый продукт всесторонне тестируется. Более 20 параметров подлежат проверке. Компания Булат проводит исследование тонеров во взаимодействии с другими расходными материалами: фотобарабанами, валами первичного заряда и т. д. для наиболее эффективного использования формулировок в дальнейшем.",,,,,,,,,,,,,,,,,,,,,,,Булат,,,,,,,,,,,,http://www.bulatgroup.ru,,RTC-Q2613Aс чипом,black (черный),"Q2613A, Q2624A, C7115A",,2500,,,,,,,,,"HP LaserJet 1000, 1005, 1200, 1220, 3300, 3310, 3320, 3330, 3380 Series, 1150, 1150n, 1300, 1300n, 1300xi, Canon LBP-1210",,,,,,
400000033709,"Картридж оригинал. Ricoh 828532/828494, для цветных лазерных принтеров C7200/C7210, черный (black), 45000стр A4",,,2,0,13390.0,13390.0,"Ricoh Pro C7200S, C7200SX, C7200X, C7210S, C7210SX, C7210X",Картридж,,Ricoh,оригинальный,,45000,,,"60-0401, 828498, 828585","Ricoh Pro C7200S, C7200SX, C7200X, C7210S, C7210SX, C7210X",C7200/C7210,Ricoh Pro Про Rico Rikoh Riko Рико Рикох replenisher тонер туба флакон порошок краска картриж С7200 С7210 С 7200 С 7210 C7200S C7200SX C7200X C7210S C7210SX C 7210X C 7200S C 7200SX C 7200X C 7210S C 7210SX C 7210X,,,"2060, грамм",10 месяцев,,,,,,,,не предусмотрено,60-0401,828532,828494,черный (black),для цветных лазерных принтеров,1482,,Япония,,,,,,,,,,,,,,,,,,,,,,,,
400000015020,"Чип тонер-картриджа  совместим. для лазерных принтеров Xerox 6000/6010 (106R01629) Y EUR, желтый (yellow), 1000стр A4, Китай",,,7,0,21.24,22.4,"Чип для лазерного принтера Xerox Phaser 6000, 6010. Чип для лазерного картриджа — микросхема памяти, на которой записаны характеристики картриджа. Количество израсходованного тонера, подсчитанное чипом, лишь приблизительно и на момент когда, согласно подсчету, тонер израсходован и печать блокируется, картридж содержит еще около 30% тонера. Таким образом, замена чипа позволяет значительно сэкономить на расходных материалах лазерного принтера.",,,,,,,,,,,,,,,,,,,,"106R01629, 106R01633",,,Static Control,,,,,,,,,,,,,,,,,,,,,"Xerox Phaser 6000, 6010",,,,,,,,,,,,
400000031360,"Картридж оригинал. Konica Minolta TN-017 A9K1150/A9K1190, для ч/б лазерных принтеров 6120/6136, черный (black), 105000стр A4",,,9,0,9990.0,9990.0,"Konica Minolta AccurioPress 6120, 6136",Картридж,,Konica Minolta,оригинальный,,105000,,,A9K1130,"Konica Minolta AccurioPress 6120, 6136",6120/6136,"Konica Minolta AccurioPress 6120, 6136",,,"2755, грамм",10 месяцев,,,,,,,,TN-017,A9K1150,A9K1150,A9K1190,черный (black),для ч/б лазерных принтеров,2100,,Япония,,,,,,,,,,,,,,,,,,,,,,,,
400000032687,"Конвейерная лента (Conveyor Belt) оригинал. для Canon VP135, 1060075550",,,5,0,24900.0,24899.99,,Конвейерная лента,Conveyor Belt,Canon,оригинальный,не предусмотрено,нет данных,не предусмотрено,1060075550,не предусмотрено,"Canon VarioPrint 110, 115, 120, 130, 135, 140",VP135,Бумагопроводящая лента Бумагопротяжная лента Бумагопротяжный тракт Конвейерная лента Конвейерный ремень Лента для подачи листов Лента конвейера Лента механизма подачи Лента подачи Лента подачи бумаги Лента протяжки бумаги Лента транспортера Лента транспортировки Подающая лента Ремень конвейера Ремень конвейера принтера Ремень подачи Ремень протяжки Ремень транспортировки Транспортерная лента Транспортёрная лента Транспортёрный ремень Транспортировочная лента Транспортная лента Кэнон Канон Vario Print Вариопринт Варио принт VP110 VP115 VP120 VP130 VP135 VP140 VP 110 VP 115 VP 120 VP 130 VP 135 VP 140,Подача и вывод материала,Ленты вывода,"291, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000031983,"Чип тонер-картриджа совместим. 006R01741 для Xerox C9065/C9070, желтый (yellow)",,,80,0,200.0,200.0,"Xerox PrimeLink C9065, C9070",Чип тонер-картриджа,не предусмотрено,Xerox,совместимый,006R01741,34000,желтый (yellow),не предусмотрено,не предусмотрено,"Xerox PrimeLink C9065, C9070",C9065/C9070,Xerox PrimeLink Prime Link C9065 C9070,Прочее,Чипы,"1, грамм",Гарантия на данный товар не предоставляется,JDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000033579,"Крышка тонер-картриджа (Toner Cartridge Cover) совместим. для Xerox DC700/C75, черная (black)",,,13,0,90.0,90.0,"Крышка — это запасная часть тонер-картриджа, совместимая с принтерами Xerox Digital Color Press 700, 700i, 770; C75; J75. Она предназначена для защиты содержимого картриджа и обеспечивает правильную фиксацию картриджа в устройстве. Крышка используется при ремонте или восстановлении картриджа, например, при его повторной заправке тонером.Кроме того, если у вас есть картридж от Xerox DC250, Color 550, C60 или PrimeLink C9065, вы можете переставить крышку и установитьчип. После такой модификации картридж станет совместимым с моделями Xerox DCP 700/770, C75/J75. Это возможно благодаря идентичному составу тонера и девелопера, а также схожей конструкции картриджей — различия между ними заключаются лишь в крышке и чипе.кры",Крышка тонер-картриджа,Toner Cartridge Cover,Xerox,совместимый,не предусмотрено,нет данных,черная (black),не предусмотрено,не предусмотрено,"Digital Color Press 700, 700i, 770; C75, J75",DC700/C75,Xerox DocuColor 700 700i 770 DC700 DC700i DC770 DC 700 DC 700i DC 770 С75 J75 С 75 J 75 доку колор калор калэр диджитал дижитал дигитал пресс прес ксерокс картридж крышка сменная End Cap фиксация фиксации крепление закрывашка ручка,Прочее,Крышки,"32, грамм",Гарантия на данный товар не предоставляется,NK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000014788,"Картридж совместимый для ч/б лазерных принтеров Samsung, RTC D101S, черный (black), с чипом, 1500стр A4, Булат 7Q",,,7,0,589.66,640.92,"Черный тонер-картридж для принтеров Samsung ML-2160, 2165, 2160W, 2165W, 2168W, SCX-3400, 3405, 3407, 3400F, 3405F, 3400FW, 3405FW, заменяющий оригинальные картриджи MLT-D101S. Тонеры компании Булат для картриджей лазерных принтеров производятся из современного сырья. Это полимеры, применение которых позволяет использовать тонеры в тонер-картриджах для новых скоростных принтеров и копиров. Это магнетиты и зарядорегуляторы, позволяющие получать стабильные результаты качества печати. Все это, плюс технологические приемы, направленные на улучшение структуры и формы частиц тонера, позволяют получить продукт стабильного качества. Все стадии производства тонеров проходят жесткий технологический контроль, готовый продукт всесторонне тестируется. Более 20 параметров подлежат проверке. Компания Булат проводит исследование тонеров во взаимодействии с другими расходными материалами: фотобарабанами, валами первичного заряда и т. д. для наиболее эффективного использования формулировок в дальнейшем.",,,,,,,,,,,,,,,,,,,,,,,Булат http://www.bulatgroup.ru,,,,,,,,,,,,,,RTC D101S,black (черный),MLT-D101S,"Samsung ML-2160, 2165, 2160W, 2165W, 2168W, SCX-3400, 3405, 3407, 3400F, 3405F, 3400FW, 3405FW",1500 стр,,,,,,,,,,,,,,,
400000030945,"Блок фотобарабана (Drum Unit) оригинал. DR-512YMC для Konica Minolta C224/C454, цветной (голубой, пурпурный, желтый/cyan, magenta, yellow), A2XN0TD",,,5,0,12900.0,12899.99,"Konica Minolta Bizhub C224, C224e, C284, C284e, C364, C364e, C454, C454e, C554, C554e",Блок фотобарабана,Drum Unit,Konica Minolta,оригинальный,DR-512YMC,55000,"цветной (голубой, пурпурный, желтый/cyan, magenta, yellow)",A2XN0TD,не предусмотрено,"Konica Minolta Bizhub C224, C224e, C284, C284e, C364, C364e, C454, C454e, C554, C554e",C224/C454,Konica Minolta Bizhub 224e 284e 364e 454e 554e C224 C224e C284 C284e C364 C364e C454 C454e C554 C554 C 224 C 224e C 284 C 284e C 364 C 364e C 454 C 454e C 554 C 554e Коника Минолта Минольта Бизхаб Бицхаб колор калэр калор фотобарабаны фотовал фотовалы фоторецептор фоторецепторы драмы модуль ксерографии DR512,Формирование изображения,Блок фотобарабана,"1000, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000032115,"Картридж оригинал. Xerox (Fujifilm) 006R01483/CT201531, для цветных лазерных принтеров Color 800/1000, желтый (yellow), 80000стр A4",,,17,0,12780.0,12779.99,"Xerox Color 800, 800i, Color 1000, 1000i Press",Картридж,,Xerox (Fujifilm),оригинальный,,80000,,,"006R01473, 006R01478, CT201906, CT201377","Xerox Color 800, 800i, Color 1000, 1000i Press",Color 800/1000,Xerox Color 800 800i Color 1000 1000i C800 C800i C1000 C1000i Press пресс колор калор калэр ксерокс DCP тонер туба replenisher краска,,,"3000, грамм",10 месяцев,,,,,,,,не предусмотрено,CT201531,006R01483,CT201531,желтый (yellow),для цветных лазерных принтеров,1600,нет данных,Япония,,,,,,,,,,,,,,,,,,,,,,,,
400000025926,"Фотобарабан  совместим. для лазерных принтеров Brother HL-1110, SGT",,,5,0,232.01,252.19,Фотобарабан для принтеров Brother HL-1110/1112/DCP-1510/1512/MFC-1810/1815,Фотобарабан,,SGT,совместимый,Brother HL-1110,нет данных,не предусмотрено,,,,,Brother HL-1110/1112/DCP-1510/1512/MFC-1810/1815,,,"150, грамм",Гарантия на данный товар не предоставляется,Булат,DR-1075,Фотобарабаны,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000033361,"Узел очистки ленты переноса (IBT Belt Cleaner Assembly) оригинал. для Xerox (Fujifilm) 800/1000, 042K94250/042K03451",,,1,0,33690.0,33690.0,"Xerox Color 800 Press, 800i Press;Xerox Color 1000 Press, 1000i Press",Узел очистки ленты переноса,IBT Belt Cleaner Assembly,Xerox (Fujifilm),оригинальный,не предусмотрено,нет данных,нет данных,042K94250/042K03451,"042K93690, 042K93691, 042K94251, 042K94261, 042K94263, 042K94264, 544P24996,","Xerox Color 800, 800i, Color 1000, 1000i Press",800/1000,"Блок очистки переносного ремня Блок очистки промежуточного ремня Блок очистки транспортного ремня Блок очистки трансферной ленты Блок очистки IBT в сборе Блок чистки ремня Комплект очистки промежуточной ленты Модуль обслуживания ленты переноса Очиститель ленты Очистка транспортной ленты Система очистки Transfer Belt Узел очистки транспортёрной ленты Узел очистки трансферного ремня Узел очистки IBT-ленты Узел чистки ремня переноса Устройство очистки ремня переноса Чистящий блок ITB (Intermediate Transfer Belt) Чистящий механизм ремня переноса Чистящий модуль ленты переноса Чистящий узел промежуточного переноса IBT чистящее лезвие IBT Cleaning ITB Cleaning Unit Xerox Color 800, 800i, Color 1000, 1000i Digital Press пресс прес колор калор калэр ксерокс C800 C1000 С800 С1000",Перенос изображения,Узел очистки ленты переноса,"1900, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000014790,"Картридж совместимый для ч/б лазерных принтеров Samsung, RTC MLT-D108S, черный (black), с чипом, 1500стр A4, Булат 7Q",,,4,0,880.84,957.44,"Черный тонер-картридж для принтеров Samsung ML-1640, ML-1641, ML-2240, ML-2241, заменяющий оригинальные картриджи D108. Тонеры компании Булат для картриджей лазерных принтеров производятся из современного сырья. Это полимеры, применение которых позволяет использовать тонеры в тонер-картриджах для новых скоростных принтеров и копиров. Это магнетиты и зарядорегуляторы, позволяющие получать стабильные результаты качества печати. Все это, плюс технологические приемы, направленные на улучшение структуры и формы частиц тонера, позволяют получить продукт стабильного качества. Все стадии производства тонеров проходят жесткий технологический контроль, готовый продукт всесторонне тестируется. Более 20 параметров подлежат проверке. Компания Булат проводит исследование тонеров во взаимодействии с другими расходными материалами: фотобарабанами, валами первичного заряда и т. д. для наиболее эффективного использования формулировок в дальнейшем.",,,,,,,,,,,,,,,,,,,,,,,Булат http://www.bulatgroup.ru,,,,,,,,,,,,,,RTC D108,black (черный),D108,"Samsung ML-1640, ML-1641, ML-2240, ML-2241",,,,,,,,,,,,,,,,
